#OTUId	16-TM29-FDA	13-TM42-FDA	23-T26-FDA	16-T26-FDA	20-TM30-FDA	18-TM36-FDA	23-T80-FDA	15-T52-FDA	26-S0-FDA	08-TM36-FDA	29-T13-FDA	18-T52-FDA	16-TM54-FDA	CONTROL5	19-S0-FDA	14-T52-FDA	19-T13-FDA	03-TM60-FDA	CONTROL3	27-T26-FDA	16-T106-FDA	23-TM42-FDA	35-T52-FDA	30-T80-FDA	27-T52-FDA	28-T52-FDA	20-T106-FDA	16-T80-FDA	22-T26-FDA	02-TM54-FDA	14-TM60-FDA	13-TM60-FDA	28-T26-FDA	26-T80-FDA	06-TM30-FDA	14-TM48-FDA	26-T13-FDA	13-TM30-FDA	15-T26-FDA	18-S0-FDA	13-TM48-FDA	33-T0-FDA	30-T26-FDA	27-T13-FDA	31-T0-FDA	28-T0-FDA	33-T13-FDA	33-T26-FDA	26-T26-FDA	07-T106-FDA	31-T80-FDA	14-TM42-FDA	22-S0-FDA	34-S0-FDA	13-T52-FDA	19-T80-FDA	08-TM48-FDA	03-TM48-FDA	31-T52-FDA	30-T13-FDA	16-T52-FDA	06-TM42-FDA	16-TM48-FDA	21-S0-FDA	07-TM54-FDA	05-TM36-FDA	14-T80-FDA	35-T13-FDA	28-T6-FDA	13-TM54-FDA	19-T26-FDA	02-TM60-FDA	12-T80-FDA	01-TM48-FDA	31-T8-FDA	16-S0-FDA	10-T106-FDA	26-T106-FDA	20-T52-FDA	30-T0-FDA	35-T80-FDA	06-TM36-FDA	10-TM36-FDA	15-T13-FDA	14-TM30-FDA	13-TM36-FDA	22-TM30-FDA	30-T52-FDA	22-TM36-FDA	22-T13-FDA	28-T106-FDA	16-TM42-FDA	14-TM54-FDA	JR-F-DA	31-T26-FDA	20-T6-FDA	14-TM36-FDA	28-S0-FDA	02-TM46-FDA	22-T52-FDA	01-TM60-FDA	19-T6-FDA	03-TM54-FDA	16-T6-FDA	23-T52-FDA	27-T39-FDA	35-T26-FDA	20-T26-FDA	11-T80-FDA	NP-F-DA	20-S0-FDA	14-T26-FDA	27-T80-FDA	07-TM60-FDA	CONTROL4	29-T0-FDA	16-T13-FDA	25-T26-FDA	13-T106-FDA	16-TM36-FDA	19-T106-FDA	18-T13-FDA	14-T106-FDA	27-T0-FDA	19-T52-FDA	26-TM30-FDA	22-T106-FDA	06-T106-FDA	20-T80-FDA	21-T6-FDA	20-T13-FDA	21-T13-FDA	22-T6-FDA	29-T26-FDA	05-TM48-FDA	CONTROL2	CONTROL1	CONTROL6	18-T26-FDA	08-TM42-FDA	08-T106-FDA	taxonomy
OTU_43	2	8	0	0	1	0	9	0	22	0	0	0	0	118	0	0	1	205	31	187	12	4	25	1	609	8	0	0	1	34	5	58	1	140	19	14	3	128	4	0	100	0	0	0	0	705	71	83	0	68	336	14	0	246	329	54	0	170	0	5	0	115	0	0	27	356	9	0	2	353	4	0	162	49	0	520	0	515	20	0	120	115	2	3	10	63	414	1	1987	0	1	65	19	5	0	0	59	1168	37	0	123	0	52	0	6	22	0	0	11	37	3	0	475	71	33	80	0	0	9	0	8	0	35	71	1	236	68	244	65	0	0	0	1	0	254	36	131	5	0	0	1	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_100	43	0	0	1	339	91	0	1	11	22	2	0	1	11	564	1	0	0	0	2	0	2	3	3	0	11	51	1	88	0	2	2	23	0	14	0	0	0	128	51	0	0	4	0	2	1	0	0	0	136	13	0	22	6	0	0	4	0	23	0	0	0	0	79	0	0	1	0	3773	2	0	1	0	0	1	0	0	0	15	0	81	426	14	0	16	0	0	0	1	11	0	0	3	0	2	76	5	0	0	0	0	8	3	21	0	0	0	6	20	0	0	0	224	0	0	1	3	488	0	0	0	0	0	0	0	0	16	214	140	25	43	1	170	0	0	0	7	0	0	1	36	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Klebsiella;
OTU_6	6	29	4	1	0	0	3	1	7224	1	511	150	214	15	3989	2	25	1	75	3103	497	395	99	6970	3334	1310	2	121	36	603	1	33	0	1	11	7	1	58	2	5	78	789	12	3	128	7	3	3	6	2	194	4	0	1	1547	18	0	0	131	6	1	0	2	3	6	1	11	107	4	1265	177	312	1	738	2	1	2	2	1085	760	242	1	2	1	4	86	161	278	56	0	1088	127	0	3	109	131	32	2	72	29	1760	519	3	3	20	781	273	626	1	0	357	1467	1136	5	0	19	8	0	45	234	0	2	11	136	9	1462	5	953	2038	0	1513	1	1	86	0	1	0	5	0	1	1	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_1312	1	12	0	1	74	0	36	0	20	0	37	2	78	17	0	0	13	1	13	159	59	24	18	1	28	2	30	6	16	10	3	41	0	0	1	0	1	49	107	0	20	39	0	167	33	0	21	35	0	4	99	2	0	0	0	2	0	2	10	0	80	16	24	18	73	25	3	57	0	17	3	22	1	0	0	11	1	0	1	0	111	19	0	0	0	30	24	0	18	0	1	5	2	3	1	15	0	0	37	7	27	24	1	0	21	29	80	15	57	23	3	136	68	1	11	63	0	0	23	85	16	0	2	4	2	1	0	6	25	0	41	0	0	18	6	58	15	3	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_5	1	185	4	2	578	1	498	2	149	1	513	9	881	149	0	200	156	114	81	1268	596	317	288	1	348	78	223	106	236	84	125	620	0	0	4	65	8	523	1230	2	195	350	1	1092	263	2	182	621	1	44	1383	76	0	4	1	61	0	1593	176	1	810	150	318	167	1168	488	146	614	7	201	29	236	5	0	0	193	2	2	68	0	1320	169	0	3	176	244	393	1	286	2	23	103	63	54	1	404	161	8	367	537	288	160	251	2	217	274	948	226	664	177	68	2145	403	349	110	487	2	3	389	959	134	0	171	33	35	0	31	40	277	0	427	0	0	229	239	909	105	21	1	1	4	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_47	6	0	0	0	0	21	1	0	0	24	1	2	1	0	3	0	5	0	0	0	0	5	0	0	0	0	0	0	0	1	381	0	0	2	4	1469	0	0	297	2	0	0	0	0	5	31	2	1	0	3	3	755	0	1	0	0	0	0	9	0	1	0	0	13	0	0	0	0	0	1	0	0	0	0	8	0	0	2	8	1	0	3	0	313	0	0	0	0	0	0	0	0	499	0	2	1	236	2	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	2	0	4	1	0	1	0	7	1	1	5722	2	0	0	2	0	0	0	0	35	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;
OTU_87	9	0	0	0	0	0	2	0	1	0	0	0	0	0	163	0	7	0	0	0	0	0	0	0	0	0	5	0	0	94	6	0	0	0	33	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	1084	0	13	0	0	0	0	0	0	0	102	0	0	0	0	70	0	10	0	0	0	0	1	6	0	4	0	4	212	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	1	0	0	0	0	0	0	830	0	0	3	28	0	10	4	0	0	0	1	0	11	0	2	0	0	0	0	0	51	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto;
OTU_60	1	0	0	0	24	0	15	0	0	0	0	0	2	385	0	178	0	0	5	0	16	0	0	0	0	0	0	0	0	0	205	0	0	18	0	101	0	8	0	0	2	0	1	0	0	2	0	0	2	0	0	64	0	0	0	14	0	1	0	0	232	3	0	0	0	618	150	0	2	0	0	0	7	0	0	1	0	0	0	0	0	7	1	19	96	0	1	0	0	0	0	0	334	47	0	2	96	0	1	1	0	0	0	0	13	0	0	0	156	206	369	0	2	18	242	0	0	0	3	3	5	1	191	0	0	0	0	0	0	0	0	0	0	0	70	30	0	33	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_4630	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;;
OTU_996	1	0	0	0	78	1	11	1	0	1275	0	0	317	21	0	9	2	153	0	0	0	0	6	1	0	0	169	0	12	2	18	3	1	1	21	9	0	1	12	3	1	1	0	0	0	1	213	141	0	5	486	9	0	1	2	30	45	139	186	0	0	9	2	0	112	34	9	21	0	4	9	1	77	527	165	163	1	0	113	0	118	5	218	0	20	0	33	0	7	0	0	0	8	1	86	75	26	0	35	35	90	0	97	0	0	0	25	54	30	93	105	186	0	17	28	0	1	0	0	0	2	0	7	8	2	0	2	28	207	1	273	0	0	11	558	25	5	16	0	62	1	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_332	9	1	6	0	0	157	0	3	4	0	5	0	1	0	5	4	0	0	1	1	0	0	0	43	5	0	0	0	0	81	0	0	0	11	12	3	4	0	0	3	0	4	6	0	0	0	0	0	4	365	0	0	0	0	0	0	0	0	0	20	0	0	1	12	0	4	0	2	9	2	0	4	7	0	7	0	21	8	0	24	3	4	2	0	0	0	0	12	0	2	0	0	0	5	17	0	0	0	24	0	0	1	0	4	0	0	0	7	0	1	0	1	4	0	0	1	0	3	0	1	0	273	0	0	1	9	0	4	0	11	0	0	12	13	0	2	7	0	1	0	0	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;
OTU_159	21	1	0	0	0	0	0	0	874	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	8	0	0	0	0	0	0	0	2	0	0	0	0	22	0	0	0	0	0	9	5	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	1	0	9	1	0	0	50	2	0	0	0	3	0	0	0	0	0	0	0	2	34	0	0	5	0	0	0	0	54	1	0	0	0	0	0	3	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto;
OTU_74	16	5	51	3	2	0	22	2	10	0	110	2	20	15	28	3	0	24	17	8	1	15	5	1	4	12	0	0	1	15	109	1	1	96	57	4	2	10	37	31	4	3	0	8	307	18	0	0	0	87	31	2	0	0	11	0	0	57	28	1	0	278	0	0	1	132	10	2	1	67	0	3	5	3	30	2	316	266	0	0	10	423	0	36	2	4	0	0	1	0	10	7	4	0	45	0	1	23	11	0	14	1	5	0	28	137	45	0	119	80	1	147	5	0	0	1	1	0	17	97	0	22	22	0	0	63	0	36	5	0	1	0	0	25	167	197	7	9	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;
OTU_242	12	2	2	0	0	3	8	2	0	0	2	0	0	0	2	0	3	0	0	0	0	1	2	0	1	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	841	2	0	0	4	1	0	0	0	4	12	0	0	0	0	1	0	0	0	1	3	0	0	0	0	2	0	2	1	1	0	0	1	2	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	3	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	5	0	0	2	7	2	0	1	2	0	2	0	0	1	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales_Incertae Sedis XI;Gemella;
OTU_1176	1	239	15	0	0	0	196	1	7	7	414	0	410	51	0	26	92	266	208	2	175	8	169	1122	282	77	0	47	149	278	53	433	2	93	88	26	4	480	239	0	377	127	0	0	0	209	0	1	0	77	0	13	1	2	4	2	0	238	0	0	138	148	253	0	10	101	40	614	4	624	11	412	419	2	0	0	0	48	1	145	930	265	770	2	45	505	191	401	217	256	298	167	33	2	0	1	59	549	146	341	1080	12	365	0	310	330	531	0	253	39	0	1751	400	90	7	213	0	2	154	0	80	0	68	327	24	143	45	298	1	0	0	0	1	192	10	0	88	35	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_2665	16	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	183	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	21	0	0	17	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	1	0	1	0	21	0	0	0	0	17	0	0	0	0	0	0	2	43	1	0	90	0	0	11	0	0	0	0	52	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	1	0	103	0	0	38	1	0	1	0	0	0	0	0	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;
OTU_764	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	9	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	8	0	0	0	1	0	0	0	1	0	0	0	5	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	8	0	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	85	0	1	0	0	0	0	41	0	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;
OTU_3212	15	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Proteus;
OTU_80	3	0	0	1	0	0	3	1	1	0	0	1	0	1031	0	0	0	0	1	2	1	0	3	1	4	0	0	1	0	0	0	0	0	0	0	3	0	0	0	2	0	1	5	1	0	0	5	25	0	0	2	2	0	2	0	821	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	3	0	1	2	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	5	3361	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	1	0	1	5	0	677	0	0	0	0	0	418	0	0	2878	2123	0	0	0	0	0	0	5	2	0	0	0	0	5507	1	2	1	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;
OTU_322	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Clostridium XI;
OTU_172	15	0	1	1	5	0	3	0	10	0	6	0	0	2	26	0	21	3	18	5	0	0	1	0	3	0	7	0	0	4	37	6	1	5	5	9	4	3	3	1	8	0	0	0	0	18	0	0	11	4	3	7	12	5	2	0	0	0	0	0	0	13	0	2	1	6	5	0	0	2	19	5	86	0	28	17	5	1	4	0	19	205	10	13	6	9	0	0	0	0	0	0	7	2	0	1	65	1	2	0	0	0	0	15	0	12	2	7	17	0	3	50	2	3	0	2	0	0	2	7	2	43	24	1	2	0	0	0	1	71	18	0	0	2	0	0	10	5	0	0	13	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Clostridium XI;
OTU_136	9	10	0	65	3	15	1	0	2	0	2	3	38	13	33	5	8	0	39	14	68	5	0	0	0	2	0	15	0	1	78	22	0	0	4	1	112	32	16	0	40	0	0	0	0	2	0	0	24	2	4	10	0	61	123	19	0	0	0	0	136	4	38	0	0	559	4	0	0	2	33	0	2	0	56	32	0	0	5	0	1	19	0	11	3	0	0	0	6	0	0	6	9	0	0	0	3	1	0	1	27	6	0	4	6	3	1	0	1	1	0	0	1	0	2	0	0	0	12	5	3	4	3	0	16	57	0	0	2	0	1	0	0	0	11	32	3	5	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;
OTU_4	2	6	11	10	13	2	26	299	30	474	34	46	183	9	87	4	185	401	4	177	3	55	11	1	222	400	137	13	1086	2	474	36	16732	0	1	366	8	42	281	1781	8	187	4	180	110	9	58	151	23	9	68	893	1010	1	16	36	81	151	161	0	20	6	42	276	117	21	9	112	6	859	26	29	19	67	48	136	69	0	73	0	114	1	853	327	6	8	482	0	214	722	153	68	357	4	78	178	2804	15	4	388	9	133	37	14	21	57	60	169	26	4	323	675	154	47	9	1	71	0	3	17	27	14	18	2	19	19	283	4	301	1	187	6	1910	55	10	8	7	4	0	25	280	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVa;
OTU_3202	5	0	0	0	0	1	0	0	109	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	2	0	0	0	0	4	0	0	0	0	0	7	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	25	0	328	3	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	1	0	0	13	0	0	1	0	5	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	15	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;;
OTU_4723	1	3	4	0	130	1	9	0	1	1976	9	1	522	22	1	24	8	248	26	0	14	0	21	5	0	0	271	4	49	7	45	68	0	30	31	16	0	5	20	0	3	16	1	0	1	14	330	233	0	10	683	14	1	3	1	44	80	220	306	0	7	21	0	0	209	127	15	68	2	72	21	0	85	857	280	240	1	23	193	9	239	17	355	4	45	14	58	0	23	44	2	2	12	3	124	93	40	42	85	78	223	0	187	0	3	4	57	107	53	125	169	394	20	41	32	8	0	0	2	1	16	1	29	18	5	23	7	43	276	0	482	1	0	15	915	64	7	14	0	67	3	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_8	3	210	22	481	473	2	0	0	1	0	0	1	531	0	1	0	0	1427	0	1	383	12	0	11051	0	33	0	61	0	2	1	0	0	87	0	0	2522	1204	0	0	256	0	4774	32	0	0	0	0	464	6	0	0	0	0	464	2	0	1760	0	7	293	0	32	0	0	2	5	0	0	0	1	49	1	0	0	1271	0	2	0	2352	0	0	4	2	1	32	521	3588	892	0	0	422	1	0	0	0	0	0	15	2181	0	0	281	2662	0	1	0	1	1	0	139	1	1	0	1	0	484	0	954	378	0	0	0	4	0	2	386	1	31	0	1	0	2	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Acidaminococcus;
OTU_331	9	2	0	0	0	11	2	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	108	0	0	0	1	0	1	0	0	0	7	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia;
OTU_57	1	0	0	298	0	0	0	0	0	0	0	0	1506	0	0	0	1	0	0	0	492	6	0	0	0	0	0	82	0	0	0	1	0	0	287	2	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	2	0	0	0	0	0	322	0	146	0	0	0	0	0	0	0	0	0	1549	0	0	961	0	0	0	0	0	0	0	0	0	0	127	0	209	0	0	25	0	0	0	1	0	22	46	7	18	0	0	1	0	0	0	0	154	18	0	0	0	0	1	0	0	0	2	836	0	0	0	0	0	0	0	907	0	1	0	0	0	0	0	134	7	116	1	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;
OTU_96	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3085	0	0	41	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_98	2	0	0	0	0	0	34	0	3	1	0	0	182	542	0	1	0	0	85	0	0	1	97	0	0	0	1	0	0	11	98	0	0	0	72	81	4	8	125	0	0	0	0	0	0	2	0	0	0	58	0	15	0	0	0	83	0	0	0	0	0	119	0	0	0	0	38	0	1	0	0	0	43	0	0	0	0	0	87	0	150	174	0	0	23	1	0	0	0	0	0	0	259	94	0	0	131	0	148	0	0	0	0	1	50	0	1	0	5	103	8	1	0	69	216	0	0	0	0	0	33	0	68	0	0	0	0	3	171	0	1	0	0	0	0	53	0	13	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;
OTU_44	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9848	2	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	6	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0	580	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	89	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
OTU_24	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	19	0	0	0	0	2	0	2	0	0	1	0	32	0	0	9	0	0	0	0	0	0	0	0	0	0	4	4	22	56	0	0	2	0	0	4	14192	0	0	0	10	0	0	0	0	0	0	0	0	3	0	0	3	3	1	0	25	0	0	5	4	0	0	0	18	0	0	0	0	8	0	32	0	26	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	16	0	237	0	0	1	0	0	0	229	0	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;
OTU_215	1	5	2	0	1	0	13	6	1	9	3	0	1	0	16	1	1	4	0	10	0	0	3	0	11	1	0	1	0	4	0	20	353	0	40	0	9	9	0	0	4	0	3	23	0	0	14	0	0	4	7	0	20	1	20	3	4	8	6	0	0	2	16	0	2	1	2	0	1	13	0	10	2	4	25	0	0	8	0	0	10	12	2	3	2	4	0	0	0	13	4	0	0	3	116	0	0	0	1	7	1	1	7	0	0	16	8	0	14	0	0	13	0	1	0	0	1	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	13	9	0	0	0	0	0	3	30	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;
OTU_2704	2	15	0	0	739	2	435	1	193	0	102	10	748	68	0	67	125	28	100	1679	177	334	54	0	354	19	325	29	34	108	24	67	0	1	2	13	1	65	186	1	26	444	0	1438	352	4	170	516	0	55	151	14	1	4	0	11	1	446	101	0	240	138	226	210	1148	264	33	134	0	24	15	207	7	1	0	147	4	0	53	3	336	142	0	1	39	35	26	0	23	0	3	68	6	44	0	409	23	3	362	75	313	90	56	1	222	354	607	211	562	227	46	354	484	63	88	378	0	0	75	734	35	0	37	34	7	0	5	50	267	1	452	0	0	77	96	207	124	15	0	0	2	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_9	1	61	28	1	2	0	39	421	3914	10	89	0	93	0	1694	1	17	17	0	15	2	21	2	0	434	34	328	6	2	26	284	674	403	1	5	2716	662	9	295	1	10	246	1	164	232	911	117	12	254	4	19	984	2	886	222	1	2	277	172	0	0	0	30	10	2	6	2	11	381	512	10	104	71	4	67	311	307	13	203	0	50	2	70	731	4	1584	9	0	8	6	2	4	1072	5	735	0	386	2333	9	48	1	13	2	616	11	6	41	278	16	2	499	141	8	4	0	2	11	0	3	5	11	125	5	40	4	3	5	0	752	1354	428	3	32	85	0	11	28	2	106	3	15	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiracea_incertae_sedis;
OTU_1988	1	19	3	0	6	0	10	0	0	0	0	0	54	21	1	0	0	31	29	0	0	17	0	0	0	0	0	0	0	2	54	87	0	0	1	243	0	52	41	0	13	52	0	0	0	29	34	27	0	1	24	296	0	0	7	9	0	54	17	0	0	3	31	0	1	28	0	0	0	7	0	0	16	0	0	0	1	0	0	0	0	4	0	43	0	33	18	0	12	0	0	18	246	2	0	8	275	50	6	19	41	0	12	0	7	0	0	0	99	4	2	0	0	0	0	0	0	0	24	0	6	0	0	9	10	0	28	10	0	0	2	0	0	0	61	9	0	4	0	1	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_45	3	1	307	147	41	4	2	231	5	1	187	1236	0	976	0	192	0	122	0	0	193	2	10	0	0	4	21	116	0	2	1	0	0	125	3	2	441	238	0	0	56	141	0	0	1	0	0	0	294	250	1088	0	1	1	201	0	0	2206	487	0	477	641	26	0	0	0	6	0	0	0	0	53	279	0	0	264	0	0	0	0	411	694	57	365	5	1	0	0	0	0	0	490	0	0	0	5	2	0	459	0	0	0	80	483	0	0	86	0	194	1	0	2075	0	0	0	0	345	0	2	50	0	1	0	1	0	0	5	12	0	1	0	0	0	206	0	0	321	153	0	0	0	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;
