	H2	H3	H4	J2	J3	J4	J5	J6	L1	L2	L3	L4	L5	L6	M1	M2	M3	M4	M5	M6	N1	N2	N3	N4	N5	N6	O1	O2	O3	O4	O6	R1	R2	R3	R4	R5	R6	S1	S2	S3	S4	S5	S6	S7	T1	T2	T3	T4	T5	V1	V2	V3	V4	V5	V6	X1	X2	X3	X4	X5	X6	Z2	Z3	Z4	Z5
OTU_1117	0	0	0	0	0	0	0	0	2.550814106	8.851022664	1.554406094	0.574900288	2.219357611	0	0	0	0	0	0	0	0	0	0	0	0	0	1.101475031	2.211991435	0.431270222	0.575848373	2.244161487	0.326433876	0	0	0.555974166	0.29342423	0	0	0	0	0	0	0	0	0	0	0	0	0	1.323934636	0.319987609	0.438967386	1.223415955	0.856084738	3.257390619	0	0	0	0	0	0	0	0	0	0
OTU_1119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.887774833	0	0	0	0	0	2.279252568	1.326144168	0	1.054888946	1.349004244	0.996863691	1.337736338	0.250652108	0.276535939	0.329715927	0.450010891	14.94154804	14.55943623	5.377350473	10.13687505	9.84497449	7.73630272	1.940057908	0.393423892	1.790139503	5.668902439	1.332657575	3.630931459	1.25280456	0	0	0
OTU_112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.25724356	0	0.438967386	0	0.642063554	0	0.323342985	0	0	0	0.380759307	0	0	0	0	0
OTU_1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249351276	8.160846895	10.653298	29.86757648	0.555974166	14.08436302	1.919739822	1.482597775	13.96042198	31.29700237	0.950868715	0	1.011753183	0	0.267547268	0.751956324	0.276535939	5.93488669	0.900021782	4.539204467	29.75884767	23.70423882	2.971153033	17.76375832	43.97477335	0.808357461	0.131141297	2.058660428	7.716006098	2.094176189	3.267838313	1.25280456	0	0	0
OTU_113	0.164890858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.895586652	17.94911398	0.795686501	15.68933379	0.527444473	0.337251061	0	0	0	0	0	0	0	0	0	0.174773708	0	0	15.19712028	0.786847785	15.57421367	50.23277439	9.70936233	34.13075571	0	0	0	0
OTU_116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.78120748	11.70808998	1.667922497	0	0.959869911	0	0	0	0	0	0	0	0	0	0	0	0	25.34389161	17.75931232	17.55869542	47.18890111	21.29510787	0	0	0	0	0	0	0	0	0	0	0
OTU_1160	12.0370326	0	8.788372917	0	0	0	0	0	0	0	0	0	0	0	0.18048397	1.114991712	0.333118349	0	0.146156839	0	0	11.35073119	0	0	0	0	0	0	0	0	0	1.632169379	3.994986751	5.017752848	3.335844995	7.922454197	0.239967478	1.482597775	3.703785424	0.265228834	1.426303072	0.263722236	1.349004244	0	0	0	0	0	0	5.484872065	16.63935569	12.29108679	10.13687505	23.11428793	16.28695309	6.305188199	6.16364098	2.416688329	0	1.903796535	3.267838313	7.767388272	5.092014459	31.54935723	22.59510976
OTU_1169	0	0	0	0	0	0	0	0	9.246701134	3.426202322	0	1.533067433	3.107100655	1.432235702	0	0	0	0	0	0	0	0	0	0	0	0	2.202950062	3.47598654	2.156351112	0.863772559	1.496107658	0	0	0	0	0	0	0	0	0	0	0	0	0	5.083398083	1.754564756	2.488823451	0.329715927	0	0	0	0	0	0	0	0	0	0	0	0	0	3.507852768	2.036805784	1.9315933	5.164596516
OTU_117	0	0	0.162747647	0	0	0.138369835	0.319554542	0	0.95655529	1.142067441	11.26944418	10.5398386	18.19873241	5.728942808	0.18048397	0	0	0	0	0	0	0.166922518	0.167037232	0	0	0	13.58485872	11.37595595	13.80064711	10.36527071	5.735079356	0	0	0	0	0	0.239967478	6.671689989	3.703785424	5.03934784	20.91911172	1.318611182	10.79203395	10.9655006	0.267547268	0.250652108	0	0	0	0.756534078	0.959962828	0.219483693	0.524321123	0.428042369	0.407173827	21.34063698	8.261901739	12.70999047	0	23.22631773	1.997012302	0.501121824	0.339467631	0.321932217	0.968361847
OTU_1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.03962704	16.54303913	13.27372507	14.17778487	19.35046831	0	0	0	0	0	0	0	0	0	0	0	0	26.30889576	27.49687808	22.53525516	18.07608781
OTU_1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.75117091	1.434722222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.42242758	50.24380545	24.58240267	25.33732841	21.44420976	0	0	0	0	0	0	0	0	0.265228834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.266302699	2.212287512	0	1.800043563	0	0	0	0	0	0	0	0	0	0	0	0	3.006730944	3.055208676	6.116712115	1.613936411
OTU_12	156.316533	0	120.2705109	0	0.416700282	0.276739669	1.118440896	0	0.318851763	0.57103372	0.388601524	0.383266858	0.443871522	0.954823801	207.917533	103.3756602	176.8858433	221.1554154	133.4411942	70.97894451	0	60.7597964	0.334074463	0	0.204960317	0.162811774	2.570108406	0.947996329	3.881432001	0	1.246756382	95.97155949	511.3583041	213.3739663	86.73196986	415.488709	36.47505662	128.615357	269.5216162	363.3635022	374.6422736	193.044677	261.7068234	461.0494572	125.4796685	7.770215347	85.44960514	1.978295563	83.7020257	348.7622099	761.2505227	615.6517582	553.5083326	623.0156683	515.8892393	238.1421081	321.6896026	546.7981111	1.102286585	432.9233321	2.541652021	49.10993875	115.4189944	49.57756136	62.94352004
OTU_120	0	0	0	0	0	0	0	0.368074114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.315998776	0	0	0	0	0.147962472	1.433643671	2.223896663	0	0	1.853247219	0.854719713	0	0	0.263722236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1204	0	0	0	0	0	0	0	0	1.91311058	2.569651741	0	0.191633429	0.443871522	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367158344	0	0	0	2.74286404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.31562671	0	18.99400078	49.70924147
OTU_122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.377171787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.24438532	0	0	55.90167683	0	39.75869947	0	0	0	0
OTU_125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.389406118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1278	0	0	0	0	0	0	0	0	0	0	0	30.08644838	12.42840262	16.70941652	0	0	0	0	0	0	0	0	0	0	0	0	92.52390261	84.05567452	0.862540445	2.591317678	2.244161487	2.285037131	18.05142161	4.061990401	1.667922497	17.898878	0.959869911	0	0	0.265228834	0	0	1.011753183	0	0	0	0	0	0	12.6719458	7.83969643	14.48592372	15.20531258	14.44642996	6.514781238	0	0	0	0	0	0	0	0	0	0
OTU_128	0	0	0	0	0	0	0	0	0	0	0	0	0	0.477411901	0	0	0	0	0	0	0	0	0	0	0	0	0	0.315998776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.11374889	5.549432458	0.157469512	3.997972724	0	0	0	0	0
OTU_1285	0	0	0	0	0	0	0	0	68.87198086	59.38750691	35.36273864	30.66134867	58.14716941	44.87671866	0	0	0	0	0	0	0	0	0	0	0	0	35.98151768	18.64392781	29.32637512	13.53243676	18.45199445	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267547268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.652867752	0	0.238940612	0.555974166	0	0	0	0	0	0	0	0	0	0	61.66041856	37.6088877	58.03000319	39.6009584	0	0	0	0	0	0	0	0	0	0	0	0	12.5280456	7.468287874	0.96579665	35.50660105
OTU_1296	3.792489724	48.32557588	4.719681752	11.73539505	48.47613285	15.91253098	21.09059974	86.49741671	0.318851763	0	0.388601524	0	0	0	0	0	0.333118349	0	0.146156839	0.160223351	25.24437928	5.174598045	32.73929741	44.33551903	77.06507937	53.40226171	0	0	0.431270222	0	0.997405105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321932217	0
OTU_13	0	0.163262081	0	0.162991598	0.138900094	0.276739669	0.159777271	0.184037057	0.318851763	0	0	0.191633429	0.443871522	0	131.0313619	117.8705524	33.47839407	62.1320715	62.55512716	155.7370972	0.144253596	0.166922518	0.167037232	0	0	0.814058868	0.734316687	2.527990211	125.9309049	121.7919309	184.7692958	0	0	0.477881224	0	0	0	0.370649444	0	0	0	0.263722236	0.674502122	0.498431846	0.267547268	0.250652108	0	0	0.450010891	0	0.319987609	0	0	0.107010592	0	0	0	0	0	0	0	0	0	0	0
OTU_130	0	0	0	0	0	0	0	0	0.318851763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.241691843	10.11196084	0.862540445	13.82036095	23.1896687	0	0	0	0	0	0	0	0	0	0.950868715	0	0	0	0.267547268	0	1.106143756	0	0.900021782	0	0.159993805	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.4986497	10.87957872	14.81514926	50.50960156	11.34312278	8.957824202	0	0	0	0	0	0	0	0	0	0
OTU_135	0	0	0	0	0	0.138369835	0	0	0	0.28551686	0.388601524	0.383266858	0	0	0.721935878	0.477853591	3.830861013	0	0.146156839	0.320446702	0	0	0	0	0	0	0	0	0	0.287924186	1.496107658	0	5.030724056	0.716821835	0	0	0	0.370649444	0	5.569805507	0	0	9.78028077	8.971773221	0	0	0.276535939	0	0	0	0	0	0	0	0	7.436888645	7.999619144	4.385841781	94.79664634	1.903796535	8.351142355	0	0	0	0
OTU_1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.20224364	2.367399556	14.0974961	2.223896663	8.215878426	0.719902433	0.741298888	4.273598566	15.38327235	0	0	0.337251061	0.498431846	0.535094535	0.751956324	0	1.318863709	1.350032673	2.458735753	10.71958491	10.31573356	1.048642247	10.80806982	19.54434371	1.778386415	0.131141297	0.716055801	4.724085366	0.380759307	0.726186292	0.501121824	0.339467631	0	0
OTU_136	0	0	0	0	0	0	0	0	0.318851763	0	0	0	0.443871522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.315998776	0	0	0.748053829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501304216	0.276535939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1378	0.494672573	0	1.301981173	0	0	0	0	0	0.637703527	0	159.3266247	0.574900288	0.887743044	0	0.902419848	1.433560773	0.999355047	0.868980021	0.876941035	0.320446702	0	1.502302658	0	0	0	0	0.367158344	0.631997553	148.7882267	154.6152881	78.54565204	133.1850213	69.24643701	103.9391661	56.15339074	97.71026843	3.119577211	117.4958737	73.7908019	127.0446113	45.64169831	183.5506765	149.40222	111.6487334	50.2988863	113.0441007	79.91888636	81.1101181	105.7525594	80.00347874	90.71648726	115.7776479	84.24092716	114.2873126	66.77650769	81.8057751	137.0426558	67.84628715	127.2353659	99.9493181	122.5439367	65.89751986	135.108117	99.79898714	80.37403328
OTU_138	0	0	0	0	0	0	0	0	75.88671965	106.4977888	23.70469294	40.24302013	33.73423569	15.75459272	0	0	0	0	0	0	0	0	0	0	0	0	34.88004265	9.795962068	7.762864002	5.182635356	5.485728079	0	0	0	0	0	0	6.671689989	0	0.265228834	0	0	0	0	9.899248899	0	2.76535939	3.956591127	9.900239599	0	0	0	0	0	0	1.940057908	0	0.447534876	0	0.380759307	0	4.259535504	1.018402892	52.79688352	7.424107492
OTU_1383	0	0	0	0	0	0	0	0	1.91311058	4.568269762	0	0.383266858	0	0.477411901	0	0	0	0	0	0	0	0	0	0	0	0	0	0.315998776	0	0	1.994810211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144830004	0	0	0	0	0	0	0	0	0	0.315998776	0	0	0.498702553	0	0	0	0	0	0	0.370649444	0	0.265228834	0	0	0	0	0	0	0.829607817	0	0	0	0.479981414	0	0	0	0.407173827	0	0	1.074083702	0	0.190379654	0	0	0	0	0
OTU_14	0	46.69295508	0	0.162991598	6.528304424	1.383698346	0.958663625	1.104222341	0	0	0	0	0	0	0	0	0	0	0	0	67.07792208	0	350.9452238	1737.002299	160.4839286	152.39182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_140	17.31354005	0	34.17700579	0	0	0	0	0	9.884404661	1.998618021	1.165804571	2.491234579	1.775486089	0.954823801	10.64855421	10.67206353	5.996130281	13.03470032	16.51572283	16.0223351	0	38.22525652	0	0	0	0	2.202950062	1.895992658	2.587621334	1.151696746	0.997405105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_141	0	0	0	0	0	0	0	0	0.95655529	0.57103372	1.165804571	1.533067433	1.331614567	1.909647603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431270222	0	0	0	0.443887417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174773708	0	0	0	0	0	0	0	0	0	0	0	0
OTU_142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.930391102	11.96607598	4.508890173	0.475434357	0.263722236	1.686255305	3.987454765	0	0	0	0	0	0	0	0	0	0	0	0	0	2.237674378	0	6.092148913	0	0	0	0	0
OTU_1447	0	0	0	0	0	0	0	0	68.23427734	23.69789939	5.051819806	11.30637232	19.08647545	8.593414211	0	0	0	0	0	0	0	0	0	0	0	0	5.874533499	15.79993882	4.312702223	4.89471117	6.981835737	0	0	0	0	0	0	0	0	0	0	0	0	0	2.675472675	1.25326054	0.553071878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.002243648	0.339467631	0.321932217	0.322787282
OTU_145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.265228834	0	0	0	0	6.421134421	4.010433728	9.125685986	10.22119374	5.850141581	0	0	0	0	0	0	0	0	0	0	0	0	9.521314656	11.20243181	6.760576549	7.424107492
OTU_146	0	0	0	0	0	0	0	0.184037057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.326433876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.370649444	1.994345997	0	0	0	0	0	0	0	0	0	0	0.189133519	0.479981414	0.329225539	0	0	0	0.161671492	35.14586772	0	0	0	0	0	0	0	0
OTU_148	0.494672573	0	1.790224113	0	0	0	0	0	0.318851763	1.142067441	0.388601524	0.574900288	0.887743044	0.954823801	0.18048397	0.796422651	0.166559174	0	0	0	0	0.834612588	0	0	0	0	0.734316687	0.315998776	0	0	0.748053829	0.326433876	0	0	0	0	0	5.559741658	8.262290561	0.530457667	18.06650558	4.747000255	0.337251061	0.996863691	0.267547268	0	0	0	0	0	0	0	0	0	0	0.485014477	0.262282595	0	0	0	0.544639719	0.250560912	0.678935261	0.321932217	0
OTU_15	0.329781715	0.163262081	0	27.05660526	0.277800188	4.566204541	0.319554542	0.184037057	0	0	0	0	0	0	0.721935878	0.637138121	0	0	0.438470517	0	263.1185589	0	9.187047742	10.20420676	2.869444444	0	0	0.315998776	0	0	0	0	0	0	0	0	0.239967478	0	0	0	0.475434357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1514	0	4.244814098	0	0	0.138900094	8.16382024	0.479331812	0.368074114	0	0	0	0	0	0	0	0	0	0	0	0	1.009775171	0	0.334074463	0.527803798	14.34722222	6.512470941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267547268	0.501304216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501121824	0	0.643864433	0.968361847
OTU_1519	0	0	0	0	0	0	0	0	12.43521877	3.997236042	0	2.682868009	3.107100655	2.387059503	0	0	0	0	0	0	0	0	0	0	0	0	2.202950062	2.527990211	0.862540445	1.151696746	0.498702553	0	0	0	0	0	0	0	0	0	0	0	0	0	6.421134421	0.501304216	1.106143756	0.659431854	0	0	0	0	0	0	0	0	0	0	0	0	0	3.507852768	0	0	2.582298258
OTU_1521	0	0	0	0	0	0	0	0	3.188517633	1.142067441	0.388601524	0.958167146	0.443871522	0.477411901	0	0	0	0	0	0	0	0	0	0	0	0	1.101475031	1.263995106	0.862540445	0.863772559	0.249351276	0	0	0	0	0	0	0	0	0	0	0	0	0	5.350945351	3.007825296	3.871503145	1.648579636	2.250054454	0	0	0	0	0	0	0	0	0	0	0	0	1.503365472	13.57870523	10.94569536	3.227872822
OTU_153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1533	6.595634303	0	8.462877624	0	0	0	0	0	0	0	59.4560331	80.86930711	112.2994951	51.56048527	5.053551149	1.592845303	3.497742664	2.027620049	3.50776414	3.364690372	0	5.341520562	0	0	0	0	59.47965168	86.89966351	11.644296	68.23803219	83.78202885	6.20224364	25.89343264	20.78783323	3.335844995	26.40818066	0	11.49013276	12.53588913	23.6053662	24.24715223	4.219555782	23.27032321	9.968636912	17.12302512	26.06781923	40.92731897	16.81551229	24.750599	10.59147709	15.67939286	18.2171465	19.57465527	19.3689172	11.80804099	17.62219266	22.03173797	18.79646478	0	23.98783634	17.06537786	34.07628403	6.449884982	9.336034281	29.0508554
OTU_155	0	0	0	0	0	0	0	0	0	0	0	0	0.443871522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.478114478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16	227.0547109	0	205.0620347	0.162991598	0	0	0.159777271	0	0	0	0	0.191633429	0	1.432235702	35.91630995	52.40461046	14.9903257	10.86225026	16.22340915	17.30412191	0	325.4989093	0	0	0	0	0.734316687	0	0	0	0	0.979301627	0.295924944	0.238940612	0.555974166	0.29342423	0.239967478	11.49013276	18.80383369	72.67270043	35.18214245	16.08705642	85.99902057	134.5765983	55.64983165	250.652108	395.1698568	329.3862113	168.3040732	0	0	0.109741846	0	0.107010592	0	21.98732295	61.6364098	43.32137596	29.7617378	34.45871729	28.68435852	55.62452247	258.3348669	111.3885469	50.35481603
OTU_161	0	0	0	0	0	0	0	0	112.2358207	167.0273632	21.3730838	9.581671459	40.39230852	12.89012132	0	0	0	0	0	0	0	0	0	0.175934599	0	0	39.65310112	21.80391557	32.7765369	7.773953035	30.42085571	1.958603255	0.147962472	0.477881224	1.667922497	12.32381764	0	0	0	0	0	0	0	0	0.267547268	0	0.276535939	0.329715927	0	5.484872065	5.11980175	7.133220015	4.718890111	9.630953306	36.23847063	0	0.131141297	0.089506975	0	0.190379654	0.181546573	0	0	0.321932217	0
OTU_164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.956228956	3.258477404	8.849150047	10.22119374	8.100196036	0	0	0	0	0	0	0	0	0	0	0	0	8.268510096	7.128820243	4.185118816	7.746894774
OTU_1673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.013209013	2.757173188	3.041895329	2.637727418	4.050098018	0	0	0	0	0	0	0	0	0	0	0	0	7.51682736	6.449884982	5.794779899	5.81017108
OTU_17	0	0	0	2.444873969	0.277800188	0.138369835	0.798886354	0.736148227	0	0	0	0	0	0	0	0.318569061	0	0	0	0.160223351	150.1679933	0	8.685936047	8.796729967	3.894246032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_170	201.3317371	0	144.5199102	0	0.138900094	0.138369835	0	0	0	0	0	0	0	0	5.955970997	10.99063259	9.493872944	1.737960042	3.361607301	5.127147233	0	190.9593601	0.167037232	0	0	0	0	0.315998776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.337251061	0.498431846	0.267547268	0	0	0	0	0.189133519	0.319987609	0.109741846	0	0.214021185	0.407173827	389.6282964	97.30684271	259.5702279	0.314939024	252.6338002	117.0975395	0	0	0	0
OTU_1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.178686529	0	0	0	0	10.00753498	5.698131421	7.691636177	9.984121505	6.065611437	17.87430624	7.476477684	17.92566693	1.25326054	4.148039084	4.286307054	4.050098018	68.08806701	47.8381476	28.31339637	56.10236021	41.94815218	48.86085928	21.17896549	3.671956329	16.29026947	49.60289634	10.28050129	23.96414763	2.756170032	0	0.321932217	0
OTU_1701	0	0	0	0	0	0	0	0	0.318851763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.305735503	0	0.477881224	0.555974166	7.922454197	0	0	0	0	0	0	0	0	0	0	0	0	0	4.539204467	3.679857508	11.74237756	9.787327637	11.66415456	13.4367363	0	0	0	0	0	0	0	0	0	0
OTU_1706	0	0	0	0	0	0	0	0	26.78354811	14.84687673	15.54406094	17.24700863	11.9845311	39.62518775	0	0	0	0	0	0	0	0	0	0	0	0	8.077483561	5.055980422	6.469053335	0	0.249351276	13.71022278	6.066461362	2.62834673	0	14.08436302	6.719089378	0	0	0	0	0	0	0	0	0	0	0	0	21.75035474	1.599938047	7.242961861	24.46831909	1.3911377	1.221521482	0	0	0	0	0.190379654	0	0	0	0	0
OTU_171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.173611111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174773708	0	0	0	0	0	0	0	0	0.250560912	0.678935261	0	0
OTU_172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.219437084	0	0	0	0	7.783638321	7.407570847	4.243661339	10.45955586	5.274444728	13.8272935	13.45765983	22.74151774	1.503912648	3.041895329	2.967443345	2.700065345	31.96356479	19.19925656	16.7905025	22.02148718	14.55344055	28.50216791	13.25706237	2.753967246	13.06801837	36.84786585	7.424806487	20.69630931	2.255048208	0	0	0
OTU_177	1.319126861	0	1.952971759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.168457623	0	0	0	0	0	0	0	0	0	0	0	0	0.555974166	0	0	0	0	0	0	0	0	0	0.267547268	0.250652108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1775	0	0	0	0	0	0	0	0	0	0.28551686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.326649001	0	0	0	0	15.56727664	16.52458112	11.93529752	20.44367737	10.54888946	28.66634019	21.43256936	35.31623932	1.25326054	6.636862535	5.605170763	12.60030494	59.76619215	48.79811043	37.97067885	72.70586245	37.56071789	53.33977138	42.19625949	6.425923575	35.89229703	110.8585366	20.56100258	57.73181019	8.519071008	0	0	0
OTU_178	0	0	0	0	0	0	0	0	0.318851763	0	0	0	0	0.477411901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.326433876	0	0.238940612	0	0.29342423	0.479934956	0	0	0	0.475434357	0	0	0	0	0.250652108	0	0	0	0	1.279950438	0	0	0.107010592	0	0	0	0.089506975	0	0	0	0	0	0	0
OTU_1797	0	0	0	0	0	0	0	0	25.82699282	35.97512438	3.886015236	6.707170021	13.76001719	0.954823801	0	0	0	0	0	0	0	0	0	0	0	0	9.546116936	1.579993882	2.587621334	2.015469305	13.46496892	0	0.147962472	0	0.555974166	0	0	1.853247219	14.24532855	3.182746004	1.426303072	7.647944856	4.047012733	7.476477684	19.53095053	4.261085836	7.743006291	6.264602617	6.300152472	0.189133519	0	0	0.524321123	0	0	0.646685969	2.753967246	1.074083702	0	0.380759307	0.726186292	13.78085016	1.357870523	4.507051032	7.746894774
OTU_18	0.164890858	0	0.162747647	0.162991598	0	0	0	0.184037057	0	0	0	0	0	0	210.8052765	205.6363286	193.8748791	153.8094637	150.1030738	131.7035946	0	0.166922518	0.167037232	0	0	0	0	0	0	0	36.15593507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29342423	0	0	0	0	0	0	0	0	0	0	0.276535939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
