	H2	H3	H4	J2	J3	J4	J5	J6	L1	L2	L3	L4	L5	L6	M1	M2	M3	M4	M5	M6	N1	N2	N3	N4	N5	N6	O1	O2	O3	O4	O6	R1	R2	R3	R4	R5	R6	S1	S2	S3	S4	S5	S6	S7	T1	T2	T3	T4	T5	V1	V2	V3	V4	V5	V6	X1	X2	X3	X4	X5	X6	Z2	Z3	Z4	Z5
OTU_1815	0	0	0	0	0	0	0	0	1.594258816	0.28551686	0	0.383266858	1.775486089	2.864471404	0	0	0	0	0	0	0	0	0	0	0	0	0.367158344	0.315998776	0	0	0.249351276	0.979301627	0.591849889	0.238940612	0	1.467121148	0.239967478	0	0	0	0	0	0	0	0	0	0	0	0	11.72627821	0	1.20716031	4.01979528	0.321031777	1.221521482	0	0	0	0	0	0	0	0	0	0
OTU_183	0	0	0	0	0	0	0.159777271	0	0	0	0	0	0	0	0	0	0	0.289660007	0	0	0	0	0	0	0	0	0	0.315998776	0.431270222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1866	0	0	0	0	0	0	0	0	31.2474728	8.851022664	0.777203047	6.898803451	8.877430444	5.251530907	0	0	0	0	0	0	0	0	0	0	0	0	5.874533499	10.42795962	3.881432001	1.727545119	2.493512763	0	0	0	0	0	0	0	0	0	0	0	0	0	3.478114478	0.751956324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50560912	0	0	0.322787282
OTU_189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249351276	0	11.54107284	0.238940612	0	0	0	38.9181916	30.20009653	18.03556069	46.59256702	20.3066122	45.8661443	54.82750302	55.38228438	8.020867455	13.82679695	8.242898181	26.55064256	158.8721564	104.9559359	70.56400722	111.3308519	82.61217725	214.1734332	46.72306127	11.01586899	43.23186899	145.1868902	27.41467011	77.1572935	17.78982475	0	0	0
OTU_19	0	24.32605002	0.162747647	87.20050491	238.6303617	95.89029536	27.64146785	14.35489043	0	0	0	0	0	0	0	0.15928453	0.166559174	0	0	0	52.5083089	0	114.4205037	54.36379119	69.68650794	150.275267	0	0	0	0	0	0	0	0.238940612	0	0	0	6.671689989	1.709439426	0	0.475434357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323342985	0.131141297	0	14.32972561	0.190379654	0.544639719	0	0	0	0
OTU_1909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.370649444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.101475031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.800043563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1925	0	0	0	0	0	0	0	0	0	0	10.49224114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287924186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.675472675	11.27934486	0.829607817	7.253750399	8.550206927	0	0	0	0	0	0	0	0	0	0	0	0	3.257291856	8.826158396	3.219322166	6.778532927
OTU_194	0	0	0	0	0	0	0	0	0	0.28551686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.947996329	0	0	0	0	0	0	0	0	0	0.370649444	0.284906571	0.795686501	5.705212289	0	3.035259549	0.498431846	1.872830873	1.002608432	0	0.659431854	0.450010891	0	0	0.109741846	0	0	0	0	1.180271677	0.447534876	0	1.713416882	0	0.250560912	0.339467631	0.96579665	0
OTU_1949	0	0	0	0	0	0	0	0	37.3056563	53.96268657	9.326436565	2.682868009	13.76001719	4.296707106	0	0	0	0	0	0	0	0	0	0	0	0	11.38190865	7.267971857	5.60651289	1.727545119	10.47275361	0	0	0.238940612	0	7.629029967	0	0	0	0.265228834	0	0	0	0	0.267547268	0.250652108	0	0	0	2.647869273	3.519863703	6.145543397	7.690043144	7.276720276	5.293259756	0	0	0	0	0	0	0	0	0	0
OTU_1983	0	0	0	0	0	0	0	0	0	0	0	0	0.443871522	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367158344	0.947996329	1.293810667	0	0	0	0	0	0	0	0	0	0	0	1.90173743	0.263722236	0	0	0.802641803	0	0	0	0.450010891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_199	0	0	0	0	0	0	0	0	0	0	0	0.191633429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367158344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.674502122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1998	0	0	0	0.162991598	0	0.138369835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.389253172	0.409920635	0	0	0	9.487944891	32.82335726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.535094535	0	1.382679695	0.329715927	0.450010891	0	0	0	0	0	0	0	0	0	0	0	0	0.501121824	0	2.253525516	6.455745645
OTU_2	588.3305798	0.816310403	529.7435897	0.651966392	0.972300659	1.106958677	1.91732725	1.104222341	3.507369396	3.997236042	1313.084548	5.174102588	3.9948437	8.116002311	1059.440902	672.3400023	773.334247	946.7537329	1065.629514	875.1399434	0.432760788	593.0757049	0.668148927	107.3201056	13.73234127	2.76780015	6.97600853	6.319975528	1377.47709	1402.190788	676.7393639	863.4176015	587.5589773	711.3262014	503.15662	665.1927283	29.99593472	1272.439541	839.6196649	1385.820656	528.2075711	2028.551442	1496.720209	1171.314837	459.9137529	935.9349712	780.1078838	724.715608	892.8216075	711.5203003	561.4182607	751.1829385	562.247018	718.0410742	666.1363816	796.070428	1352.197918	704.8674292	1371.401982	1103.630851	1315.304921	507.8869686	1016.026618	757.8284379	535.5041012
OTU_20	52.10551099	0	38.24569696	0	0	0	0	0	0	0	209.0676197	0	0	0.477411901	30.8627588	57.3424309	192.2092873	74.4426218	85.50175091	88.12284307	0	28.04298295	0	0	0	0	0.367158344	0	5.60651289	12.95658839	218.9304206	4.570074261	75.31289837	122.8154745	8.895586652	69.54154239	6.239154422	78.94833154	109.1192167	43.23229989	104.1201243	116.037784	20.23506366	68.28516285	162.6687387	11.27934486	1.382679695	20.11267156	7.200174254	33.47663295	11.51955394	34.45893976	35.30428898	48.36878771	41.12455656	152.1328742	49.57141044	160.1279785	0	188.8566163	86.05307557	23.80328664	24.10220177	29.61776393	11.62034216
OTU_200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2057	0	0	0	0	0.138900094	0	0	0	0.318851763	0	0	0.574900288	0.443871522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.73092116	76.05271074	14.33643671	111.7508073	19.07257492	1.679772345	0	0	0.530457667	0.950868715	0.263722236	0	0	63.14115514	28.57434031	56.13679561	2.637727418	41.40100196	97.59289605	2.39990707	193.8041007	17.12782337	0.321031777	143.7323611	0.161671492	0	0	0	0.190379654	0	33.57516221	29.19421623	22.53525516	50.03202875
OTU_2089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.767606915	4.977646901	6.924034472	4.9501198	0	0	0	0	0	0	0	0	0	0	0	0	7.266266448	4.073611568	2.897389949	2.90508554
OTU_209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2091	0	0	0	0	0	0	0	0	18.49340227	13.13377557	5.051819806	6.323903163	15.53550328	10.98047371	0	0	0	0	0	0	0	0	0	0	0	0	5.874533499	4.107984093	6.469053335	2.879241865	5.236376803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_21	0	2.122407049	0.162747647	11.73539505	288.7732957	632.350144	106.2518851	169.8662035	0	0	0	0	0	0	0	0.15928453	0	0	0	0	47.17092585	0	145.8235033	28.14953589	13.73234127	7.000906261	0	0	0	0	0	0	0	0	0	0	0	11.11948332	0	0	0	0	0	0	0	0	0	0	0	0.945667597	1.919925656	0	7.340495728	0	2.443042964	0	0	0.089506975	68.97164634	0.380759307	3.449384886	0	0	0	0
OTU_214	0	0	0	0	0	0	0.159777271	0.184037057	0	0.28551686	3.108812188	3.449401725	4.438715222	3.819295205	0	0	0	0.144830004	0	0	0	0	0	0	0	0	1.468633375	2.527990211	3.018891556	2.591317678	0.748053829	0	0	0	0	0	0	0	0	0	0	0	1.686255305	0	0	0.250652108	0.276535939	0	0	0.189133519	1.119956633	0.438967386	0.349547416	0.428042369	0.407173827	0	0.131141297	1.163590677	0	0.380759307	0	0	0	0	0
OTU_2144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.50778621	7.606195252	26.67307859	0	27.98580907	10.89279438	0	0	0	0
OTU_2165	0	0	0	0	0	0	0	0	22.95732695	10.27860697	2.720210665	8.240237455	8.877430444	3.341883304	0	0	0	0	0.146156839	0.160223351	0	0	0	0	0	0	4.773058468	9.479963292	4.312702223	2.303393492	1.994810211	0	0	0	0	0	0	0	0	0	0	0	0	0	5.350945351	3.509129512	2.76535939	0.659431854	0.450010891	0	0	0	0	0	0	0	0	0	0	0	0	2.255048208	2.036805784	1.609661083	2.90508554
OTU_217	0	0	0	0	0	0	0	0	0.318851763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367158344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_22	113.1151283	0	549.1105597	0.162991598	0	0	0.319554542	0	265.6035188	192.7238806	273.5754726	268.0951674	134.0491997	111.7143847	16.96549314	50.01534251	41.14011609	15.93130039	15.34646811	20.02791888	0	245.7099459	0	0	0	0.162811774	118.9593034	180.7513001	122.4807431	14.39620932	42.88841953	1741.851161	100.9104061	351.9595212	2473.529064	319.5389859	2571.731459	1146.04808	589.1867889	125.7184672	840.0925095	388.7265765	104.5478289	74.76477684	70.63247863	8.020867455	18.52790791	7.253750399	12.15029405	137.3109351	12.31952296	12.0716031	94.72734963	43.44630047	3.664564446	1119.736756	62.94782278	664.2312625	384.3830793	231.6920383	1001.047803	17.78982475	24.10220177	12.23342423	5.81017108
OTU_2200	0	0	0	0	0	0	0	0	0	1.142067441	0.777203047	0	0	0.477411901	0	0	0	0	0	0	0	0	0	0.175934599	0	0	0	0	56.49639912	223.7170929	0.249351276	7.181545268	299.9199312	521.8462962	38.36221744	270.8305638	386.8275742	0.370649444	0.854719713	0	0	0.263722236	0	0	95.24682725	39.35238095	81.02503012	6.924034472	52.20126334	37.25930334	240.9506699	55.41963242	82.66796379	165.9734286	41.53173039	0.485014477	0.131141297	0.17901395	0.157469512	0.380759307	1.452372583	47.60657328	34.28623069	40.56345929	85.21584251
OTU_2219	0	0	0	0	0	0	0	0	0.318851763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.52050934	103.0768588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.923512139	0	0	0	0	5.559741658	3.418878853	2.387059503	6.180646646	2.109777891	7.419523343	8.473341375	9.364154364	0.501304216	0.553071878	3.297159272	1.800043563	19.85901955	14.07945481	11.08392648	14.33144404	13.26931344	17.9156484	9.053603568	2.098260759	7.966120787	21.41585366	3.23645411	13.61599297	2.004487296	0	0	0
OTU_227	0	0	0	0	0	0	0	0	0	0.28551686	2.720210665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.88928381	2.843988987	0	0	20.94550721	0	0	0	0	0	0	3.335844995	8.832103703	2.917517171	13.78759636	1.318611182	1.011753183	7.476477684	0.535094535	0	0.276535939	0	0	0	0	0	0	0	0	0	5.507934493	16.9168183	0	18.46682639	0	0	0	0	0
OTU_23	0.329781715	516.7244854	0	54.76517692	66.53314509	36.25289666	3.035768145	6.99340816	0	0	0	0	0	0	0.360967939	0.318569061	0.166559174	0.144830004	0	0	83.6670856	0	206.7920928	5.453972579	207.4198413	140.6693723	0	0	0	0	0	0	0	0	0.555974166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.697338153	0	0
OTU_2336	0	0	0	0	0	0	0	0	0	0	0	4.407568871	3.9948437	0	0	0	0	0	0	0	0	0	0	0	0	0	6.97600853	15.48394004	0	0	0.249351276	0	0.739812361	0	0	0.880272689	0	0	0	0	0	0	0	0	0	0	0	0	0	0.756534078	0.479981414	0.219483693	0.174773708	0.321031777	0.814347655	0	0	0	0	0	0	0	0	0	0
OTU_234	0	0	0	0	0	0	0	0	0	0	0	0.383266858	0	0	0	0	0	0.144830004	0	0	0	0	0	0	0	0	0	0.631997553	0	0	0	0	0	0	0.555974166	0	0	0	0	0	0	0	0	0	0	0	0.276535939	0	0	0	0	0.109741846	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.91720651	18.19938409	9.557624472	0.555974166	17.898878	2.1597073	6.301040545	11.68116941	16.44418769	10.93499022	7.911667092	8.431276526	15.94981906	5.083398083	0	3.041895329	0	3.600087127	12.86107932	47.35816619	41.81164347	34.43042044	34.24338953	10.99369334	17.13717818	17.17950997	38.57750628	0	26.84353115	0	0	4.073611568	0.643864433	0.322787282
OTU_235	0	0	0	0	0	0	0	0	0	0	0.388601524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.370649444	0	0	0	0.527444473	0	0	0	0.250652108	0	0	0	0	0	0	0.174773708	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.475434357	0.263722236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2369	0	0	0	0	0	0	0	0	38.89991512	21.98479823	10.88084266	23.57091179	23.9690622	51.56048527	0	0	0	0	0	0	0	0	0	0	0	0	10.64759197	6.95197308	7.331593779	0.575848373	2.74286404	17.62742929	14.64828475	4.300931013	0	23.18051413	10.7985365	0	0	0	0	0	0	0	0	0	0	0	0	31.39616423	2.39990707	10.75470095	34.95474156	1.819180069	3.664564446	0	0	0	0	0	0	0	0	0	0
OTU_238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.734316687	0	0	0	0	0	0	0	0.555974166	0	0	0	0	0	0	0	0	0	0	0	0	0	0.450010891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24	1.813799433	0.163262081	0.650990586	0.325983196	0	0.415109504	0	0	0.318851763	0	0	0	0	0	146.9139513	374.7964997	178.8845534	32.00743077	39.02387606	58.16107643	0	0.500767553	0	0	0.409920635	1.465305962	0	0.315998776	0.862540445	0	0.249351276	0.652867752	6.362386307	1.672584283	0.555974166	1.760545377	0.239967478	9.63688554	5.983037992	4.774119006	14.73846508	6.59305591	14.83904669	16.4482509	18.19321419	0.751956324	4.424575023	2.308011491	2.250054454	37.8267039	30.5588167	17.00998619	24.99264022	20.8670655	69.62672448	15.19712028	8.655325632	22.73477168	29.13185976	10.6612606	19.24393673	9.020192832	4.073611568	21.2475263	14.20264042
OTU_241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190379654	0	0	0	0	0
OTU_246	0	0	0	0	0	0.138369835	0	0	0	0	0	0.191633429	0	0	0	0	0	0	0	0.320446702	0	0	0	0	0	0	0	0.315998776	0.431270222	0	0.249351276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.002608432	1.382679695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.503365472	1.697338153	2.575457733	1.613936411
OTU_25	0	1.795882888	0	28.36053805	6.250504236	87.44973545	421.4924404	23.0046321	0	0	0	0.191633429	0	0	0	0	0.166559174	0.289660007	0	0.160223351	54.23935205	0	12.19371791	128.0803883	1.024801587	13.18775365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14037814	0	1.382679695	1.318863709	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25280456	0.678935261	1.287728866	1.613936411
OTU_2539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204960317	0.162811774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2541	0	0.326524161	0	1.303932784	0.694500471	0	27.80124512	2.760555852	0	0	0	0	0	0	0	0	0	0	0	0	0.432760788	0	2.171484012	16.88972154	2.254563492	1.628117735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.847024278	0	0	0	0	8.524937208	8.832103703	6.895949676	9.984121505	5.538166965	9.78028077	10.9655006	17.12302512	0.501304216	3.594967207	1.648579636	2.250054454	48.79644802	37.4385503	23.59449697	40.02317909	31.35410354	32.16673236	13.41873386	3.409673734	11.27787887	38.42256098	6.47290822	22.1486819	4.008974592	0	0	0
OTU_2570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431270222	0	0	5.875809765	18.79123398	6.212455907	2.223896663	12.9106661	0.959869911	4.077143882	12.53588913	12.99621285	10.93499022	10.02144498	6.070519099	13.45765983	6.688681689	0	4.148039084	0	2.700065345	16.64374971	46.39820336	34.45893976	30.41062516	31.56812472	7.329128892	15.19712028	16.91722737	32.67004592	0.157469512	23.98783634	0	1.002243648	3.734143937	1.609661083	0.968361847
OTU_2585	0	0	0.162747647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160223351	0	0	0	0	0	0	0	0.315998776	0	0	0	0	0	0	0	0	0	8.895586652	43.3057988	38.98863855	32.3295363	8.966556038	41.81913157	73.2694813	0	0	0	0	0	0	0	0	0	0	0	0.323342985	134.4198299	10.11428819	0	10.6612606	16.33919156	0	0	0	0
OTU_26	13.02637775	0	8.951120564	0	0	0	0	0	0	0	0	0	0	0	22.38001223	24.05196407	22.48548855	45.76628111	43.99320859	68.7358176	0	17.69378686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_260	0	0	0	0	0	0	0	0	0	0.28551686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2602	0	0	0	0	0	0	0	0	0.637703527	0	0	78.95297282	14.64776023	94.05014443	0	0	0	0	0	0	0	0	0	0	0	0	48.09774302	42.02783726	77.19736979	33.39920563	24.43642508	0	0	0	0	0	0	0	0	0	0	0	0.337251061	0	0	0.250652108	0	0.329715927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2606	0	0	0	0	0	0	0	0	139.6570723	42.54201216	14.37825637	31.23624896	32.40262112	13.84494512	0	0	0	0.144830004	0	0	0	0	0	0	0	0	20.56086725	39.49984705	14.23191734	14.68413351	18.20264317	0	0	0	0	0	0	0	0	0.265228834	0	0	0.337251061	0	19.53095053	6.767606915	8.296078169	2.308011491	1.350032673	0	0	0	0	0	0	0	0	0	0	0	0	3.006730944	15.95497864	10.94569536	6.778532927
OTU_2623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333845035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.111948332	5.41322485	4.243661339	5.229777931	1.054888946	7.756774404	15.45138721	0	0	0	0	0	0	0	0	0	0	0	0.161671492	14.95010791	1.342604627	0	2.094176189	2.723198594	0	0	0	0
OTU_264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431270222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.86868687	34.33933879	15.76254852	46.81966167	31.95077325	0	0	0	0	0	0	0	0	0	0	0	0	3.257291856	24.44166941	9.014102065	2.582298258
OTU_2688	0	0	0	0	0	0	0	0	0	0	0	32.57768296	5.770329788	37.23812825	0	0	0	0	0	0	0	0	0	0	0	0	18.35791719	14.21994494	29.32637512	17.27545119	10.72210488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_27	59.19581787	0	50.28902281	0	0	0	0	0	0	0	0	0.191633429	0	0	24.54581987	18.79557457	28.48161883	58.80098142	41.50854232	37.01159409	0	57.58826856	0	0	0	0.162811774	13.95201706	5.055980422	0.431270222	0	15.70913041	0	0	0	0	0	0	0	0	0.265228834	0.475434357	0	0	0	27.55736856	15.03912648	21.56980324	20.44238749	9.000217817	0	0	0	0	0	0	0	0	0	0	0	0	24.80553029	22.06539599	24.46684846	39.70283572
OTU_270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249351276	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267547268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2703	0	0	0	0	0	0	0	0	0	0	39.24875388	0	0	0.477411901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.725080889	0.863772559	2.493512763	0	0	0.238940612	0	0	0	0	0	0	0	0	0.337251061	0	13.91245791	28.57434031	8.296078169	19.78295563	29.7007188	0	0	0	0	0	0	0	0	0	0	0	0	9.521314656	16.97338153	8.370237631	13.87985314
OTU_28	78.98272078	0	177.5576825	0	0	0	0	0.184037057	80.35064434	29.97927032	7.772030471	23.95417865	25.74454829	11.93529752	46.56486416	46.35179831	25.81667204	67.20112163	85.35559407	87.96261972	0	212.4923649	0	0.175934599	0	0	9.91327528	31.28387886	16.38826845	10.94111909	10.47275361	0	0.147962472	0	0.555974166	0	0	0	0	0	2.852606144	0	0	0	32.64076664	13.03390961	9.955293803	3.956591127	0.900021782	0	0	0	0	0	0	0	0	0	0	0	0	13.78085016	20.70752547	24.46684846	29.0508554
OTU_283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.173487753	0.917989082	2.864223204	0	4.949870992	0.907732865	0	0	0	0
OTU_286	0	0.326524161	0	21.02591614	0	1.106958677	0	0	0	0	0	0	0	0	0.18048397	0.15928453	0.166559174	0	0.292313678	0	93.62058372	0	2.839632939	4.750234182	0.81984127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29	0.164890858	0	0.162747647	0	0	0	0	0	0	0	0	0	0	0	64.61326112	112.6141629	48.96839729	27.22804066	30.10830887	41.01717787	0	0	0.501111695	0	0	0	0	0.315998776	0	0	0	0	0.147962472	0	0	0	0	0.370649444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_291	0	0	0	0	0	0	0	0	23.91388224	32.54892206	6.217624377	2.107967721	8.433558921	2.387059503	0	0	0	0	0	0	0	0	0	0	0	0	6.97600853	6.003976751	12.07556622	2.015469305	6.732484461	2.937904882	0.147962472	0.238940612	0.555974166	10.26984803	0	0	0	0	0	0	0.337251061	0	0	0	0	0	0	7.943607818	6.399752188	10.6449591	10.48642247	12.30621811	37.05281829	0	0	0.089506975	0	0	0	0.250560912	0	0	0
